Categoría	Título	Empresa	Ubicación	Contrato	Salario	Experiencia	Fecha publicación	Habilidades	Descripción	Enlace
data-science	Power Automate Senior Developer	N/D	N/D	Indefinido	39.000 €	N/D	25/07/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo power automate senior developer en Holanda Septentrional Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis 	https://www.tecnoempleo.com/power-automate-senior-developer-axiom-software-sol/power-automate/rf-a58e190412d5f3019348
data-science	Senior Data Scientist	N/D	N/D	Indefinido	N/D	N/D	18/07/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo senior data scientist en Utrecht Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/senior-data-scientist-axiom-software-solutions/python-spark-scikit-learn-p/rf-6acb1b8d7262c3c6ee43
data-science	Junior Java Developer	N/D	N/D	Indefinido	N/D	N/D	11/07/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo junior java developer en Warsaw Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/junior-java-developer-axiom-software-solutions/java-spring-python-unix/rf-ff4a1420526ef3ba6048
data-science	Technical Writer with BA	N/D	N/D	Indefinido	N/D	N/D	07/08/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo technical writer with ba en Copenhagen Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/technical-writer-with-ba-axiom-software-solutions/saas/rf-82df19a10278036d154e
data-science	Junior Java Developer	N/D	N/D	Indefinido	N/D	N/D	01/08/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo junior java developer en Warsaw Axiom Software Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/junior-java-developer-axiom-software-solutions/java-python-sql-aws-azure-s/rf-386117eb22ea23b07642
data-science	IT Regional Product Owner	Nestle	Barcelona	Híbrido	N/D	N/D	17/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it regional product owner en Hibrido Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/it-regional-product-owner-nestle/scrum-sap/rf-583f1a10227f43040046
data-science	Java Developer Guidewire	Ey	N/D	Indefinido	N/D	N/D	22/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo java developer guidewire en Málaga EY - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/java-developer-guidewire-ey/java/rf-553a101b221663d57c4d
data-science	Software Development Manager	Amazon	Madrid	Indefinido	N/D	N/D	18/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software development manager en Madrid Amazon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/software-development-manager-amazon/firetv/rf-9d4d1dce1278a3a6c849
data-science	Software Development Amazon OS	Amazon	Madrid	Indefinido	N/D	N/D	29/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software development amazon os en Madrid Amazon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato	https://www.tecnoempleo.com/software-development-amazon-os-amazon/c-rust-java-typescript/rf-7a0c1cbd42dc53382541
data-science	Senior Python Developer	Talan	Híbrido	Híbrido	N/D	N/D	06/05/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior python developer en Hibrido Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/senior-python-developer-talan/python-node-java/rf-d6961bd9627c83b1104e
data-science	Applications Developer	Oracle	Remoto	Remoto	N/D	N/D	15/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo applications developer en Oracle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Ent	https://www.tecnoempleo.com/applications-developer-oracle/java-c/rf-5d39135ef2115352a547
data-science	Solution Architect	Nestle	Barcelona	Híbrido	N/D	N/D	21/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo solution architect en Hibrido Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/solution-architect-nestle/sap-snowflake-azure/rf-6f041985a2cde3cf204e
data-science	Business Solution Consultant	Basf	Madrid	Indefinido	N/D	N/D	02/07/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo business solution consultant en Madrid BASF - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/business-solution-consultant-basf/sap-hana/rf-9c8816b5c205c335d148
data-science	Senior Full Stack Developer	Talan	N/D	Indefinido	N/D	N/D	30/06/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior full stack developer en Málaga Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/senior-full-stack-developer-talan/java-spring/rf-881a17bb12a9d3aac142
data-science	DevOps Engineer AI	Santander	Madrid	Indefinido	N/D	N/D	11/07/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo devops engineer ai en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/devops-engineer-ai-santander/aws-azure/rf-b7f11d77528ec333b043
data-science	Cloud Architect for GCP	Plexus	Remoto	Remoto	N/D	N/D	04/07/2025	ai, aws, azure, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo cloud architect for gcp en Plexus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado En	https://www.tecnoempleo.com/cloud-architect-for-gcp-plexus/jenkins/rf-6f24109d02b213e67344
data-science	Full Stack Developer	Talan	N/D	Indefinido	N/D	N/D	09/06/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo full stack developer en Málaga Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/full-stack-developer-talan/spark-scala-spring/rf-79c2143b328493014a4d
data-science	Software Development Engineer	Amazon	Madrid	Indefinido	N/D	N/D	16/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software development engineer en Madrid Amazon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/software-development-engineer-amazon/java-c-kotlin/rf-1a5f12b2d20283b9104e
data-science	Application Support Engineer	Epam	Madrid	Indefinido	N/D	N/D	30/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo application support engineer en Barcelona EPAM - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/application-support-engineer-epam/sql/rf-ab111942e2d993254c46
data-science	Data Engineer	Axiom Software Solutions	Barcelona	Híbrido	45.000 €	N/D	10/07/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en Hibrido Axiom Software Solutions - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candida	https://www.tecnoempleo.com/data-engineer-axiom-software-solutions/pyspark-aws/rf-b9041dbbf2651387eb4e
data-science	IT Product Owner	Nestle	Barcelona	Indefinido	N/D	N/D	23/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it product owner en Barcelona Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/it-product-owner-nestle/sap-azure-devops-servicenow/rf-602916d8a2cb334e3b43
data-science	Junior Cloud/DevOps Engineer	Ey	Híbrido	Híbrido	N/D	N/D	24/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo junior cloud/devops engineer en Hibrido EY - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/junior-cloud-devops-engineer-ey/jenkins-azure-devops-terraform-github-graf/rf-361c1881423a23fd0b45
data-science	Data Analyst	Plexus	Remoto	Remoto	N/D	N/D	09/05/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analyst en Plexus - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado Entra en tu c	https://www.tecnoempleo.com/data-analyst-plexus/google-analytics-ga4-sql/rf-a79617eac2628336a247
data-science	Principal Software Developer	Oracle	Madrid	Indefinido	N/D	N/D	01/05/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo principal software developer en Madrid Oracle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/principal-software-developer-oracle/java-c-javascript-c-oracle-apex/rf-af2a1040720a43062d48
data-science	ITSM Automation and API	Nestle	Barcelona	Híbrido	N/D	N/D	18/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo itsm automation and api en Hibrido Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/itsm-automation-and-api-nestle/servicenow-mulesoft/rf-82941f45c22b83c46447
data-science	Software Development Books Search	Amazon	Madrid	Indefinido	N/D	N/D	07/05/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software development books search en Madrid Amazon - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/software-development-books-search-amazon/java-c-c/rf-2f5d1be592bae35b194f
data-science	IT Solution Architect	Basf	Madrid	Indefinido	N/D	N/D	06/05/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo it solution architect en Madrid BASF - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/it-solution-architect-basf/power-bi-dax-etl/rf-9abc1786b20aa3263944
data-science	Solution Architect - Core Master Data	Nestle	Barcelona	Híbrido	N/D	N/D	17/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo solution architectcore master data en Hibrido Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/solution-architect-core-master-data-nestle/sap-snowflake-azure/rf-40111f985210033b384d
data-science	Technical IT/OT Manager	N/D	Madrid	Indefinido	N/D	N/D	16/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo technical it/ot manager en Madrid Cognizant Technology Solutions Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/technical-it-ot-manager-madrid/lean-six-sigma-togaf/rf-38971b6bc2d97352b94b
data-science	Senior Backend Developer	Talan	Híbrido	Híbrido	N/D	N/D	28/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior backend developer en Hibrido Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/senior-backend-developer-talan/java-spring-mongodb/rf-4e821e8b32b913de3140
data-science	Senior Data Engineer	Nestle	Barcelona	Híbrido	N/D	N/D	17/04/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer en Hibrido Nestle - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/senior-data-engineer-nestle/r-python-hadoop-hbase-spark-impala/rf-4fb91360f2999336c347
data-science	Software Development Engineer, Amazon Kids	N/D	Madrid	Indefinido	N/D	N/D	24/04/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo software development engineer, amazon ki en Madrid Amazon Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/software-development-engineer-amazon-kids-amazon/fire-tv/rf-a7c113b5c241b3176e49
data-science	Tech Lead Full Stack (Java + Angular)	N/D	Madrid	Híbrido	N/D	N/D	06/06/2025	ai, aws, azure, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo tech lead full stack (java + angular) en Hibrido Talan Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/tech-lead-full-stack-java-angular-talan/java-angular-typescript/rf-746d19fdd2dcc35eb340
